time, Quad.IMU.AX
6.579706,0.492079
6.584705,0.079178
6.589705,-0.105249
6.594705,-0.306801
6.599704,-0.098326
6.604704,0.270684
6.609704,-0.255005
6.614703,-0.544872
6.619703,0.522624
6.624702,0.032688
6.629702,-0.303569
6.634702,0.071662
6.639701,0.978003
6.644701,0.385921
6.649701,0.124797
6.654700,-0.317049
6.659700,0.658802
6.664700,-0.562857
6.669699,-0.493149
6.674699,-0.016520
6.679698,0.066079
6.684698,0.695142
6.689698,-0.336420
6.694697,0.197794
6.699697,0.789934
6.704697,0.725008
6.709696,-0.105648
6.714696,-0.029143
6.719696,-0.155695
6.724695,0.224673
6.729695,0.855278
6.734694,0.198724
6.739694,-0.099966
6.744694,-0.355792
6.749693,1.014938
6.754693,-0.284297
6.759693,-0.249753
6.764692,0.615537
6.769692,-1.087984
6.774692,0.035951
6.779691,0.203554
6.784691,-0.075192
6.789690,0.672517
6.794690,-0.013720
6.799690,0.244849
6.804689,-0.430159
6.809689,-0.062365
6.814689,0.305836
6.819688,0.477190
6.824688,0.234093
6.829688,-0.059442
6.834687,-0.908073
6.839687,-0.649247
6.844687,0.787536
6.849686,0.217044
6.854686,-0.077103
6.859685,-1.630442
6.864685,0.270217
6.869685,-1.055938
6.874684,0.370794
6.879684,-0.678000
6.884684,-0.840566
6.889683,-0.025868
6.894683,-1.014135
6.899683,0.314874
6.904682,-0.323381
6.909682,0.064940
6.914681,-0.319693
6.919681,-0.568683
6.924681,-0.272228
6.929680,0.280220
6.934680,0.034023
6.939680,0.456400
6.944679,0.529602
6.949679,-0.174745
6.954679,0.265496
6.959678,-0.074438
6.964678,0.568694
6.969677,-0.427743
6.974677,0.261938
6.979677,-1.227234
6.984676,-0.652129
6.989676,-0.352630
6.994676,-0.020766
6.999675,-0.246274
7.004675,-0.577375
7.009675,-1.120459
7.014674,-0.358699
7.019674,0.119906
7.024673,-0.764552
7.029673,0.123668
7.034673,-0.003804
7.039672,-1.213552
7.044672,0.239594
7.049672,0.555285
7.054671,-0.295162
7.059671,-0.006044
7.064671,0.968045
7.069670,0.367493
7.074670,0.590949
7.079669,0.109597
7.084669,0.015161
7.089669,0.517801
7.094668,-0.110107
7.099668,-0.939944
7.104668,0.600146
7.109667,0.008305
7.114667,0.067350
7.119667,0.558653
7.124666,0.103889
7.129666,0.020538
7.134665,-0.445290
7.139665,0.445328
7.144665,-0.235216
7.149664,-0.491610
7.154664,-0.065809
7.159664,0.071553
7.164663,0.196332
7.169663,-0.270305
7.174663,0.062859
7.179662,-0.137283
7.184662,0.090161
7.189662,0.673546
7.194661,0.200217
7.199661,-0.482716
7.204660,0.112170
7.209660,-0.104059
7.214660,0.154481
7.219659,-0.291643
7.224659,-0.132189
7.229659,1.036755
7.234658,0.436540
7.239658,-0.702602
7.244658,0.494087
7.249657,0.206159
7.254657,-0.051226
7.259656,0.434412
7.264656,0.007023
7.269656,-0.795306
7.274655,-0.447720
7.279655,-0.004535
7.284655,0.287245
7.289654,0.359725
7.294654,0.601395
7.299654,0.154868
7.304653,0.224759
7.309653,-0.489039
7.314652,-0.473509
7.319652,-0.886559
7.324652,-1.114964
7.329651,-0.384527
7.334651,-0.397446
7.339651,0.933417
7.344650,-0.418318
7.349650,-0.918237
7.354650,-0.206879
7.359649,0.446514
7.364649,-0.830966
7.369648,-0.362877
7.374648,-0.558733
7.379648,-0.391749
7.384647,0.930400
7.389647,0.048949
7.394647,-0.414879
7.399646,0.272937
7.404646,0.611795
7.409646,-0.309013
7.414645,0.314396
7.419645,0.408364
7.424644,-0.069784
7.429644,0.006461
7.434644,0.291690
7.439643,0.275460
7.444643,0.084346
7.449643,-0.351149
7.454642,0.720598
7.459642,1.001613
7.464642,0.906481
7.469641,-0.701417
7.474641,-0.415994
7.479640,-0.352802
7.484640,-0.346839
7.489640,-0.121418
7.494639,-1.021078
7.499639,0.908961
7.504639,-0.117898
7.509638,-0.203360
7.514638,-0.038735
7.519638,-0.005105
7.524637,0.015025
7.529637,0.474811
7.534636,0.132470
7.539636,-0.759789
7.544636,-0.669688
7.549635,-0.295940
7.554635,-0.544659
7.559635,0.187167
7.564634,-0.119447
7.569634,-0.411470
7.574634,0.382045
7.579633,0.560400
7.584633,-0.226397
7.589633,0.147548
7.594632,0.262352
7.599632,-0.365794
7.604631,0.013057
7.609631,0.961673
7.614631,-0.159341
7.619630,-0.460767
7.624630,0.300338
7.629630,-0.057915
7.634629,-0.055085
7.639629,-0.452182
7.644629,-0.781197
7.649628,0.080944
7.654628,-0.020656
7.659627,-0.443057
7.664627,0.833242
7.669627,0.742045
7.674626,0.122857
7.679626,0.063821
7.684626,-0.227935
7.689625,-0.693286
7.694625,0.560895
7.699625,-0.022996
7.704624,0.286849
7.709624,-0.328442
7.714623,0.081933
7.719623,-0.366812
7.724623,0.110942
7.729622,0.028162
7.734622,1.974723
7.739622,-0.375565
7.744621,0.351334
7.749621,-0.205943
7.754621,0.255912
7.759620,0.111876
7.764620,-0.247589
7.769619,-0.404021
7.774619,0.001834
7.779619,0.300338
7.784618,-0.046959
7.789618,-0.089916
7.794618,-0.190793
7.799617,0.112636
7.804617,0.097253
7.809617,-0.243329
7.814616,0.216874
7.819616,-0.025945
7.824615,0.137754
7.829615,-0.837686
7.834615,0.695058
7.839614,-0.225781
7.844614,-0.328880
7.849614,-0.670851
7.854613,-0.155519
7.859613,-0.258655
7.864613,-0.289730
7.869612,0.117499
7.874612,0.152390
7.879611,-0.508025
7.884611,-0.129492
7.889611,0.016629
7.894610,-0.032931
7.899610,0.106896
7.904610,0.063252
7.909609,0.538544
7.914609,-0.064166
7.919609,0.298919
7.924608,0.047741
7.929608,0.096777
7.934608,-0.452027
7.939607,-0.298081
7.944607,-0.855588
7.949606,-0.304608
7.954606,-0.526254
7.959606,-0.362626
7.964605,-0.806405
7.969605,-0.838315
7.974605,0.031255
7.979604,-0.451656
7.984604,-0.387190
7.989604,0.105272
7.994603,-0.561498
7.999603,0.715046
8.004604,-0.184602
8.009606,-0.059368
8.014608,0.070000
8.019610,-0.221405
8.024612,0.348973
8.029614,-0.069511
8.034616,-0.277221
8.039618,-0.052744
8.044621,0.551193
8.049623,-0.219233
8.054625,-0.570809
8.059627,-0.245615
8.064629,0.280195
8.069631,-0.063439
8.074633,0.379333
8.079635,-0.465469
8.084637,0.801350
8.089639,0.125319
8.094641,-0.214532
8.099643,0.879211
8.104645,-0.090870
8.109647,-0.009776
8.114649,-0.210881
8.119651,-0.655302
8.124653,0.392894
8.129655,0.469521
8.134657,-0.061102
8.139659,-0.148733
8.144661,-0.630364
8.149663,0.323461
8.154665,-0.165914
8.159667,0.438957
8.164669,0.356785
8.169671,0.080128
8.174673,-0.031875
8.179675,-0.037065
8.184677,-0.082766
8.189679,-0.389711
8.194681,-0.567741
8.199683,-0.142965
8.204685,-0.078091
8.209687,0.743167
8.214689,0.007700
8.219691,-0.351336
8.224693,0.117630
8.229695,-0.106454
8.234697,-0.412706
8.239699,-0.523922
8.244701,-0.212225
8.249703,0.357155
8.254705,-0.143251
8.259707,0.476180
8.264709,0.466424
8.269711,-0.543611
8.274714,-0.009863
8.279716,0.670500
8.284718,-0.385149
8.289720,0.370544
8.294722,0.340535
8.299724,-0.072820
8.304726,0.313155
8.309728,0.800800
8.314730,0.899618
8.319732,0.720164
8.324734,0.290036
8.329736,-0.137473
8.334738,0.055943
8.339740,0.375616
8.344742,0.308142
8.349744,0.104395
8.354746,0.494774
8.359748,-0.505774
8.364750,-0.469016
8.369752,0.383926
8.374754,-0.311644
8.379756,0.029695
8.384758,0.449105
8.389760,0.183015
8.394762,0.477927
8.399764,0.165207
8.404766,-0.016708
8.409768,0.168206
8.414770,0.721723
8.419772,0.086496
8.424774,-0.611731
8.429776,-0.382508
8.434778,-0.219384
8.439780,-0.508640
8.444782,0.251952
8.449784,0.241585
8.454786,-0.030498
8.459788,-0.139842
8.464790,0.944065
8.469792,0.155001
8.474794,0.831587
8.479796,0.064609
8.484798,-0.005895
8.489800,0.044586
8.494802,-0.349745
8.499804,-0.483535
8.504807,-0.803415
8.509809,-0.561644
8.514811,-0.498834
8.519813,-0.622927
8.524815,-0.663946
8.529817,-0.983946
8.534819,-0.315689
8.539821,0.430016
8.544823,0.423304
8.549825,-0.239883
8.554827,0.248558
8.559829,-0.215071
8.564831,1.300810
8.569833,-0.404440
8.574835,-0.748986
8.579837,0.007491
8.584839,-0.098518
8.589841,0.584976
8.594843,0.538589
8.599845,-0.147920
8.604847,-0.495385
8.609849,0.415347
8.614851,0.080748
8.619853,0.170054
8.624855,-0.087427
8.629857,-0.652802
8.634859,-0.591954
8.639861,-0.254795
8.644863,0.075820
8.649865,-0.948267
8.654867,-0.382700
8.659869,-0.303492
8.664871,-0.162103
8.669873,-0.509178
8.674875,0.555995
8.679877,0.735930
8.684879,0.097606
8.689881,0.333790
8.694883,-0.660706
8.699885,-0.724021
8.704887,0.830798
8.709889,-0.127120
8.714891,-0.177470
8.719893,-0.453643
8.724895,-0.695875
8.729897,0.500134
8.734900,-0.228584
8.739902,-1.153046
8.744904,0.327893
8.749906,-0.165659
8.754908,-0.193085
8.759910,-0.216758
8.764912,-0.674561
8.769914,0.011388
8.774916,0.662545
8.779918,-0.040454
8.784920,-0.241141
8.789922,0.119336
8.794924,-0.433720
8.799926,0.133857
8.804928,0.366512
8.809930,-0.117613
8.814932,0.363729
8.819934,-0.371070
8.824936,1.070116
8.829938,0.754665
8.834940,0.697955
8.839942,-0.066949
8.844944,0.175500
8.849946,1.027897
8.854948,0.623787
8.859950,-0.555072
8.864952,-0.101323
8.869954,0.431188
8.874956,-0.438034
8.879958,-0.814337
8.884960,-0.072158
8.889962,-0.266966
8.894964,-0.738536
8.899966,-0.032025
8.904968,0.301982
8.909970,0.050184
8.914972,1.005729
8.919974,-0.397414
8.924976,-0.536057
8.929978,-0.785006
8.934980,-0.221542
8.939982,-0.034293
8.944984,0.637387
8.949986,0.010484
8.954988,-0.367958
8.959991,0.121238
8.964993,0.228393
8.969995,0.252686
8.974997,-0.999958
8.979999,-0.124030
8.985001,0.150701
8.990003,-0.406331
8.995005,0.629201
9.000007,-0.400429
9.005009,-0.987775
9.010011,-0.083854
9.015013,0.345978
9.020015,-0.181288
9.025017,-0.900332
9.030019,0.391837
9.035021,0.092962
9.040023,-0.745065
9.045025,0.435626
9.050027,0.036065
9.055029,-0.055309
9.060031,-0.722189
9.065033,-0.248054
9.070035,-0.155817
9.075037,-0.205994
9.080039,0.088882
9.085041,-0.064302
9.090043,0.272535
9.095045,0.678711
9.100047,0.605201
9.105049,-0.291302
9.110051,0.197551
9.115053,0.091640
9.120055,-0.240916
9.125057,0.577301
9.130059,-1.089289
9.135061,0.366189
9.140063,-0.266432
9.145065,0.440346
9.150067,0.489531
9.155069,0.377938
9.160071,0.370440
9.165073,-0.406292
9.170075,-0.151074
9.175077,-0.543063
9.180079,0.015344
9.185081,-0.420451
9.190084,0.386990
9.195086,-0.753335
9.200088,1.045269
9.205090,-0.107840
9.210092,0.990957
9.215094,0.304200
9.220096,-0.387405
9.225098,0.641214
9.230100,-1.023536
9.235102,-0.735476
9.240104,0.510714
9.245106,-0.178314
9.250108,0.038841
9.255110,-0.365770
9.260112,0.408993
9.265114,-0.575803
9.270116,-0.903228
9.275118,0.204704
9.280120,0.231610
9.285122,-0.532505
9.290124,-0.271087
9.295126,0.084660
9.300128,0.124005
9.305130,-0.564141
9.310132,-0.567633
9.315134,0.208674
9.320136,0.756868
9.325138,0.539375
9.330140,0.843452
9.335142,-0.028713
9.340144,0.041919
9.345146,0.138823
9.350148,0.046351
9.355150,0.976778
9.360152,0.302211
9.365154,1.016587
9.370156,-0.109057
9.375158,-0.175874
9.380160,-0.050999
9.385162,-0.776902
9.390164,0.297636
9.395166,0.161073
9.400168,-0.116063
9.405170,-0.578231
9.410172,-0.248726
9.415174,0.380911
9.420177,0.077682
9.425179,0.135377
9.430181,-0.795018
9.435183,0.422537
9.440185,-0.628294
9.445187,-0.170591
9.450189,-0.351559
9.455191,-0.124573
9.460193,0.748043
9.465195,-0.527493
9.470197,-0.033356
9.475199,0.725445
9.480201,-0.239121
9.485203,0.578837
9.490205,0.041608
9.495207,0.444943
9.500209,0.611858
9.505211,-0.047640
9.510213,-0.846764
9.515215,0.520838
9.520217,0.175295
9.525219,-0.207560
9.530221,-0.604611
9.535223,0.300996
9.540225,-0.027155
9.545227,-0.038283
9.550229,-0.396959
9.555231,-0.320426
9.560233,-0.062236
9.565235,1.219393
9.570237,0.482364
9.575239,0.725515
9.580241,0.191286
9.585243,0.619156
9.590245,0.094547
9.595247,-0.435845
9.600249,0.166693
9.605251,0.599299
9.610253,-0.065552
9.615255,0.497564
9.620257,0.083998
9.625259,0.030340
9.630261,-0.319536
9.635263,0.304813
9.640265,0.468895
9.645267,-0.555090
9.650270,0.024735
9.655272,-0.981704
9.660274,-0.140505
9.665276,-1.009265
9.670278,-0.400749
9.675280,0.704898
9.680282,-0.607938
9.685284,0.228523
9.690286,-0.644494
9.695288,-0.321169
9.700290,0.047616
9.705292,-0.005738
9.710294,-0.007821
9.715296,0.654485
9.720298,0.530430
9.725300,0.027784
9.730302,0.205968
9.735304,0.236991
9.740306,-0.755455
9.745308,0.690462
9.750310,-0.245607
9.755312,-0.184972
9.760314,-0.750176
9.765316,-0.130634
9.770318,0.094256
9.775320,-0.280567
9.780322,-0.290632
9.785324,0.400002
9.790326,-0.362240
9.795328,-0.041890
9.800330,0.580405
9.805332,0.087079
9.810334,0.193465
9.815336,-0.737494
9.820338,-0.103913
9.825340,-0.053941
9.830342,-0.017275
9.835344,1.005036
9.840346,0.099734
9.845348,0.612520
9.850350,0.165278
9.855352,0.415622
9.860354,0.354795
9.865356,0.015462
9.870358,0.598704
9.875360,0.069667
9.880363,-0.086906
9.885365,0.302558
9.890367,0.183574
9.895369,1.024101
9.900371,-0.183508
9.905373,-0.062867
9.910375,0.714970
9.915377,0.058559
9.920379,-0.110807
9.925381,-0.072540
9.930383,0.023626
9.935385,0.571561
9.940387,0.069364
9.945389,-0.082827
9.950391,0.252164
9.955393,-0.688211
9.960395,-0.838787
9.965397,0.082286
9.970399,0.189908
9.975401,0.234575
9.980403,-0.218379
9.985405,-0.077385
9.990407,-0.284033
9.995409,0.401774
